,Id_card,Id_firm,Organization_name,Rubric,Project,Subject,district_ofsubject,city,index_of_city,post_index,street,house_num,houseId,Callphones,Email,Sites,SocialNetworks,how_to_pay,work_schedule,philial_amount,lat,lon
161,70000001039246225,70000001039246224,Международный институт сертифицированного образования,Профессиональная переподготовка / Повышение квалификации,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117513,Ленинский проспект,131,4504235282572657,+7-985-519-98-30,,,,Наличный расчёт|Оплата через банк|Расчёт по картам,Понедельник: с 9:00 до 21:00|Вторник: с 9:00 до 21:00|Среда: с 9:00 до 21:00|Четверг: с 9:00 до 21:00|Пятница: с 9:00 до 21:00|Суббота: с 10:30 до 21:00|Воскресенье: с 10:30 до 21:00,1,55.6444700657986,37.473888986312794
101,70000001028838471,70000001028838470,Компания по продаже живой рыбы и зарыблению водоемов,Рыба / Морепродукты,Москва,Москва город федерального значения,,Москва г.,Ясенево,117647,Профсоюзная улица,123а ст7,4504235282560400,+7-929-632-00-79,,beluga-malina.com,,Наличный расчёт|Оплата через банк,Понедельник: с 9:00 до 19:00|Вторник: с 9:00 до 19:00|Среда: с 9:00 до 19:00|Четверг: с 9:00 до 19:00|Пятница: с 9:00 до 19:00|Суббота: с 9:00 до 19:00|Воскресенье: с 9:00 до 19:00,1,55.62299196576071,37.539100836890505
145,70000001041204432,70000001041204431,Магазин рыбы,Рыба / Морепродукты,Москва,Москва город федерального значения,,Москва г.,Ясенево,117588,Новоясеневский проспект,1Б к1,4504235310822427,,,,,Наличный расчёт,Понедельник: с 8:00 до 20:00|Вторник: с 8:00 до 20:00|Среда: с 8:00 до 20:00|Четверг: с 8:00 до 20:00|Пятница: с 8:00 до 20:00|Суббота: с 8:00 до 20:00|Воскресенье: с 8:00 до 20:00,1,55.6178057830857,37.511737614347
146,70000001041162259,70000001041162258,Магазин рыбы,Рыба / Морепродукты,Москва,Москва город федерального значения,,Москва г.,Ясенево,117588,Новоясеневский проспект,1Б к6,70030076162970480,,,,,Наличный расчёт,Понедельник: с 8:00 до 18:00|Вторник: с 8:00 до 18:00|Среда: с 8:00 до 18:00|Четверг: с 8:00 до 18:00|Пятница: с 8:00 до 18:00|Суббота: с 8:00 до 18:00|Воскресенье: с 8:00 до 18:00,1,55.6192353169526,37.511775523252
147,70000001041210430,70000001041210429,"Магазин рыбы, ИП Гурбанова А.М.",Рыба / Морепродукты,Москва,Москва город федерального значения,,Москва г.,Ясенево,117574,Новоясеневский проспект,1а ст1,70030076178066140,,,,,Наличный расчёт,Понедельник: с 9:00 до 21:00|Вторник: с 9:00 до 21:00|Среда: с 9:00 до 21:00|Четверг: с 9:00 до 21:00|Пятница: с 9:00 до 21:00|Суббота: с 9:00 до 21:00|Воскресенье: с 9:00 до 21:00,1,55.618173694795196,37.509555786185004
186,70000001037271898,70000001037271897,"Океан, магазин живой и свежемороженой рыбы, ИП Гурбанова А.М.",Рыба / Морепродукты,Москва,Москва город федерального значения,,Москва г.,Ясенево,117588,Новоясеневский проспект,1в,4504235295679984,,,,,Наличный расчёт,Понедельник: с 8:00 до 20:00|Вторник: с 8:00 до 20:00|Среда: с 8:00 до 20:00|Четверг: с 8:00 до 20:00|Пятница: с 8:00 до 20:00|Суббота: с 8:00 до 20:00|Воскресенье: с 8:00 до 20:00,1,55.61768880504211,37.5104665880515
272,70000001037316767,70000001036594375,"Рыба от производителя, сеть магазинов морепродуктов",Рыба / Морепродукты,Москва,Москва город федерального значения,,Москва г.,Ясенево,117574,Вильнюсская улица,5,4504235282578308,+7 (499) 502-04-44,,otpro.fish,,Наличный расчёт|Расчёт по картам,Понедельник: с 9:00 до 22:00|Вторник: с 9:00 до 22:00|Среда: с 9:00 до 22:00|Четверг: с 9:00 до 22:00|Пятница: с 9:00 до 22:00|Суббота: с 9:00 до 22:00|Воскресенье: с 9:00 до 21:00,16,55.6038107191333,37.523076778683894
273,70000001037316823,70000001036594375,"Рыба от производителя, сеть магазинов морепродуктов",Рыба / Морепродукты,Москва,Москва город федерального значения,,Москва г.,Ясенево,117463,Паустовского улица,2/34,4504235282569062,+7 (499) 502-04-44,,otpro.fish,,Наличный расчёт|Расчёт по картам,Понедельник: с 9:00 до 21:00|Вторник: с 9:00 до 21:00|Среда: с 9:00 до 21:00|Четверг: с 9:00 до 21:00|Пятница: с 9:00 до 21:00|Суббота: с 9:00 до 21:00|Воскресенье: с 9:00 до 21:00,16,55.603142413887994,37.541381300070796
274,70000001036594376,70000001036594375,"Рыба от производителя, сеть магазинов морепродуктов",Рыба / Морепродукты,Москва,Москва город федерального значения,,Москва г.,Ясенево,117463,Новоясеневский проспект,34,4504235282569062,+7 (499) 502-04-44,,otpro.fish,,Наличный расчёт|Расчёт по картам,Понедельник: с 9:00 до 22:00|Вторник: с 9:00 до 22:00|Среда: с 9:00 до 22:00|Четверг: с 9:00 до 22:00|Пятница: с 9:00 до 22:00|Суббота: с 9:00 до 22:00|Воскресенье: с 9:00 до 20:00,16,55.603142413887994,37.541381300070796
275,70000001018414496,70000001007429886,"Рыбсеть, сеть магазинов",Рыба / Морепродукты,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117321,Профсоюзная улица,128 к2,4504235282570308,+7-966-381-01-33|+7 (495) 332-37-35,info@ribset.com,ribset.com|ribset.ru,tm_ribset,Наличный расчёт|Расчёт по картам,Понедельник: с 8:00 до 21:00|Вторник: с 8:00 до 21:00|Среда: с 8:00 до 21:00|Четверг: с 8:00 до 21:00|Пятница: с 8:00 до 21:00|Суббота: с 8:00 до 20:00|Воскресенье: с 8:00 до 20:00,42,55.630335146753595,37.5151019847491
276,70000001032943390,4504137598421998,"Сахалин рыба, сеть магазинов красной икры",Рыба / Морепродукты,Москва,Москва город федерального значения,,Москва г.,Ясенево,117574,Новоясеневский проспект,1 к2,70030076158212300,+7-915-262-37-85,a_borisik@mail.ru,www.borisik.ru,,Наличный расчёт,Понедельник: с 9:00 до 22:00|Вторник: с 9:00 до 22:00|Среда: с 9:00 до 22:00|Четверг: с 9:00 до 22:00|Пятница: с 9:00 до 22:00|Суббота: с 9:00 до 22:00|Воскресенье: с 9:00 до 22:00,121,55.619875133324,37.507285743462
277,70000001040601435,70000001007464866,"Сахалинский икорный дом, сеть магазинов",Рыба / Морепродукты,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117321,Профсоюзная улица,144,4504235282569509,+7-925-003-00-53|+7-929-640-32-69,info@seafood-shop.ru,ikorniydom.ru|Seafood-shop.ru,clubseafoodshop|seafoodshops|RedcaviarinMoscow,Наличный расчёт|Расчёт по картам,Понедельник: с 9:00 до 21:00|Вторник: с 9:00 до 21:00|Среда: с 9:00 до 21:00|Четверг: с 9:00 до 21:00|Пятница: с 9:00 до 21:00|Суббота: с 9:00 до 21:00|Воскресенье: с 9:00 до 21:00,37,55.624352741022605,37.508270207181894
312,70000001025434782,70000001018954738,"Экоморье, сеть магазинов морепродуктов",Рыба / Морепродукты,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117465,Тёплый Стан улица,1д,4504235282578716,+7-926-610-42-96|8-800-500-20-16,ekomorye@yandex.ru,ecomorye.com,ecomory|ecomorye|ecomorye,Наличный расчёт|Расчёт по картам,Понедельник: с 9:00 до 21:00|Вторник: с 9:00 до 21:00|Среда: с 9:00 до 21:00|Четверг: с 9:00 до 21:00|Пятница: с 9:00 до 21:00|Суббота: с 9:00 до 21:00|Воскресенье: с 9:00 до 21:00,43,55.6195447034867,37.5020867437552
3,4504127908394424,4504136498300984,"BILLA, сеть супермаркетов",Супермаркеты,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117465,Генерала Тюленева улица,4а ст3,4504235282603133,+7 (495) 785-75-00|+7 (495) 785-75-00|8-800-333-75-00,mail@billa.ru,www.billa.ru,billarussia|billarussia|billa.ru|group/billarussia,Наличный расчёт|Расчёт по картам,Понедельник: с 8:00 до 24:00|Вторник: с 8:00 до 24:00|Среда: с 8:00 до 24:00|Четверг: с 8:00 до 24:00|Пятница: с 8:00 до 24:00|Суббота: с 8:00 до 24:00|Воскресенье: с 8:00 до 24:00,155,55.6254762051587,37.4835161413811
17,70000001031993536,70000001031849098,"Planeta24, супермаркет",Супермаркеты,Москва,Москва город федерального значения,,Москва г.,Ясенево,117574,Одоевского проезд,3 к7,4504235282561150,+7 (495) 133-46-20|+7 (495) 108-18-26,,planeta-24.com/,planeta__24|planeta__24|group/60146506465328,Наличный расчёт|Расчёт по картам,Понедельник: с 8:00 до 23:00|Вторник: с 8:00 до 23:00|Среда: с 8:00 до 23:00|Четверг: с 8:00 до 23:00|Пятница: с 8:00 до 23:00|Суббота: с 8:00 до 23:00|Воскресенье: с 8:00 до 23:00,3,55.600340604937706,37.5093500719849
21,70000001033250520,70000001006805028,"АВ Daily, сеть мини-маркетов",Супермаркеты,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117321,Профсоюзная улица,126 к2,4504235282571585,8-800-700-34-87,welcome@azbukavkusa.ru,av.ru,azbukavkusa|azbukavkusa|azbukavkusa|azbukavkusa,Наличный расчёт,Понедельник: с 7:00 до 24:00|Вторник: с 7:00 до 24:00|Среда: с 7:00 до 24:00|Четверг: с 7:00 до 24:00|Пятница: с 7:00 до 24:00|Суббота: с 7:00 до 24:00|Воскресенье: с 7:00 до 24:00,51,55.6312324920392,37.5172262309015
22,70000001030993402,4504136498316240,"Авоська, сеть универсамов",Супермаркеты,Москва,Москва город федерального значения,,Москва г.,Ясенево,117574,Вильнюсская улица,1,4504235282602892,+7 (495) 656-70-22,,www.avoska.ru,avoskaclub|universam_avoska|avoska.retail|group/universamavoska,Наличный расчёт|Расчёт по картам,Понедельник: с 9:00 до 23:00|Вторник: с 9:00 до 23:00|Среда: с 9:00 до 23:00|Четверг: с 9:00 до 23:00|Пятница: с 9:00 до 23:00|Суббота: с 9:00 до 23:00|Воскресенье: с 9:00 до 23:00,53,55.6068831182049,37.5248389139452
23,4504127908748718,4504136498318829,"Азбука Вкуса, сеть супермаркетов",Супермаркеты,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117513,Островитянова улица,2,4504235282589798,8-800-700-34-87|+7 (495) 504-34-78|+7 (495) 504-34-87,welcome@azbukavkusa.ru,www.av.ru,azbukavkusa_ru|azbukavkusa|azbukavkusa|azbukavkusa,Наличный расчёт|Расчёт по картам,Понедельник: с 0:00 до 24:00|Вторник: с 0:00 до 24:00|Среда: с 0:00 до 24:00|Четверг: с 0:00 до 24:00|Пятница: с 0:00 до 24:00|Суббота: с 0:00 до 24:00|Воскресенье: с 0:00 до 24:00,100,55.645899639102204,37.4860796637074
33,70000001041199837,70000001040631764,"Белмарт, магазин белорусских продуктов",Супермаркеты,Москва,Москва город федерального значения,,Москва г.,Ясенево,117463,Паустовского улица,8 к1,4504235282569077,,,,,Расчёт по картам|Наличный расчёт,Понедельник: с 8:00 до 22:00|Вторник: с 8:00 до 22:00|Среда: с 8:00 до 22:00|Четверг: с 8:00 до 22:00|Пятница: с 8:00 до 22:00|Суббота: с 8:00 до 22:00|Воскресенье: с 8:00 до 22:00,2,55.5991223732934,37.538325321305706
38,70000001038860088,4504137598364786,"Верный, сеть универсамов",Супермаркеты,Москва,Москва город федерального значения,,Москва г.,Ясенево,117463,Паустовского улица,5 к1,4504235282558133,8-800-250-66-48|+7 (499) 755-00-70,info@ivoin.ru,verno-info.ru,vernoinfo|verniy_mag|vernoinfo|group/58831727689790,Наличный расчёт|Расчёт по картам,Понедельник: с 8:00 до 23:00|Вторник: с 8:00 до 23:00|Среда: с 8:00 до 23:00|Четверг: с 8:00 до 23:00|Пятница: с 8:00 до 23:00|Суббота: с 8:00 до 23:00|Воскресенье: с 8:00 до 23:00,291,55.599783677599895,37.540790388276896
39,70000001040440878,4504137598364786,"Верный, сеть универсамов",Супермаркеты,Москва,Москва город федерального значения,,Москва г.,Ясенево,117593,Соловьиный проезд,18а,4504235312032910,8-800-250-66-48|+7 (499) 755-00-70,info@ivoin.ru,verno-info.ru,vernoinfo|verniy_mag|vernoinfo|group/58831727689790,Наличный расчёт|Расчёт по картам,Понедельник: с 8:00 до 23:00|Вторник: с 8:00 до 23:00|Среда: с 8:00 до 23:00|Четверг: с 8:00 до 23:00|Пятница: с 8:00 до 23:00|Суббота: с 8:00 до 23:00|Воскресенье: с 8:00 до 23:00,291,55.605232069383796,37.5561011841479
40,4504127908936499,4504136498594290,"Веста, ООО, гастроном",Супермаркеты,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117321,Профсоюзная улица,128 к2,4504235282570308,+7 (495) 337-55-77,,,,Наличный расчёт|Расчёт по картам,Понедельник: с 9:00 до 23:00|Вторник: с 9:00 до 23:00|Среда: с 9:00 до 23:00|Четверг: с 9:00 до 23:00|Пятница: с 9:00 до 23:00|Суббота: с 9:00 до 23:00|Воскресенье: с 9:00 до 23:00,1,55.630335146753595,37.5151019847491
42,70000001039677097,4504137598285175,"ВкусВилл, сеть супермаркетов здорового питания",Супермаркеты,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117133,Академика Виноградова улица,5,4504235283114407,+7 (495) 663-86-02,info@izbenka.msk.ru,vkusvill.ru,vkusvill_ru|we_are_vkusvill|izbenka_vkusvill|vkusvill.ru,Наличный расчёт|Расчёт по картам,Понедельник: с 9:00 до 23:00|Вторник: с 9:00 до 23:00|Среда: с 9:00 до 23:00|Четверг: с 9:00 до 23:00|Пятница: с 9:00 до 23:00|Суббота: с 9:00 до 23:00|Воскресенье: с 9:00 до 23:00,953,55.6329152700886,37.4850103990247
43,70000001037854293,4504137598285175,"ВкусВилл, сеть супермаркетов здорового питания",Супермаркеты,Москва,Москва город федерального значения,,Москва г.,Ясенево,117574,Одоевского проезд,11а ст1,4504235282960177,+7 (495) 663-86-02,info@izbenka.msk.ru,vkusvill.ru,vkusvill_ru|we_are_vkusvill|izbenka_vkusvill|vkusvill.ru,Наличный расчёт|Расчёт по картам,Понедельник: с 8:00 до 22:00|Вторник: с 8:00 до 22:00|Среда: с 8:00 до 22:00|Четверг: с 8:00 до 22:00|Пятница: с 8:00 до 22:00|Суббота: с 9:00 до 21:00|Воскресенье: с 9:00 до 21:00,953,55.599092771500594,37.516219848288706
44,70000001027715565,4504137598285175,"ВкусВилл, сеть супермаркетов здорового питания",Супермаркеты,Москва,Москва город федерального значения,,Москва г.,Ясенево,117463,Паустовского улица,8 к1,4504235282569077,+7 (495) 663-86-02,info@izbenka.msk.ru,vkusvill.ru,vkusvill_ru|we_are_vkusvill|izbenka_vkusvill|vkusvill.ru,Наличный расчёт|Расчёт по картам,Понедельник: с 8:00 до 22:00|Вторник: с 8:00 до 22:00|Среда: с 8:00 до 22:00|Четверг: с 8:00 до 22:00|Пятница: с 8:00 до 22:00|Суббота: с 9:00 до 22:00|Воскресенье: с 9:00 до 22:00,953,55.5991223732934,37.538325321305706
45,70000001032632949,4504137598285175,"ВкусВилл, сеть супермаркетов здорового питания",Супермаркеты,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117513,Ленинский проспект,131,4504235282572657,+7 (495) 663-86-02,info@izbenka.msk.ru,vkusvill.ru,vkusvill_ru|we_are_vkusvill|izbenka_vkusvill|vkusvill.ru,Наличный расчёт|Расчёт по картам,Понедельник: с 9:00 до 22:00|Вторник: с 9:00 до 22:00|Среда: с 9:00 до 22:00|Четверг: с 9:00 до 22:00|Пятница: с 9:00 до 22:00|Суббота: с 9:00 до 22:00|Воскресенье: с 9:00 до 22:00,953,55.6444700657986,37.473888986312794
46,70000001019416875,4504137598285175,"ВкусВилл, сеть супермаркетов здорового питания",Супермаркеты,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117321,Профсоюзная улица,142 к1,4504235282569643,+7 (495) 663-86-02,info@izbenka.msk.ru,vkusvill.ru,vkusvill_ru|we_are_vkusvill|izbenka_vkusvill|vkusvill.ru,Наличный расчёт|Расчёт по картам,Понедельник: с 8:00 до 22:00|Вторник: с 8:00 до 22:00|Среда: с 8:00 до 22:00|Четверг: с 8:00 до 22:00|Пятница: с 8:00 до 22:00|Суббота: с 8:00 до 22:00|Воскресенье: с 8:00 до 22:00,953,55.625369059904095,37.508864891900004
47,70000001018499138,4504137598285175,"ВкусВилл, сеть супермаркетов здорового питания",Супермаркеты,Москва,Москва город федерального значения,,Москва г.,Ясенево,117574,Вильнюсская улица,5,4504235282578308,+7 (495) 663-86-02,info@izbenka.msk.ru,vkusvill.ru,vkusvill_ru|we_are_vkusvill|izbenka_vkusvill|vkusvill.ru,Наличный расчёт|Расчёт по картам,Понедельник: с 9:00 до 22:00|Вторник: с 9:00 до 22:00|Среда: с 9:00 до 22:00|Четверг: с 9:00 до 22:00|Пятница: с 9:00 до 22:00|Суббота: с 9:00 до 22:00|Воскресенье: с 9:00 до 21:00,953,55.6038107191333,37.523076778683894
48,70000001038407282,4504137598285175,"ВкусВилл, сеть супермаркетов здорового питания",Супермаркеты,Москва,Москва город федерального значения,,Москва г.,Ясенево,117574,Новоясеневский проспект,1 к2,70030076158212300,+7 (495) 663-86-02,info@izbenka.msk.ru,vkusvill.ru,vkusvill_ru|we_are_vkusvill|izbenka_vkusvill|vkusvill.ru,Наличный расчёт|Расчёт по картам,Понедельник: с 7:00 до 23:45|Вторник: с 7:00 до 23:45|Среда: с 7:00 до 23:45|Четверг: с 7:00 до 23:45|Пятница: с 7:00 до 23:45|Суббота: с 7:00 до 23:45|Воскресенье: с 7:00 до 23:45,953,55.619875133324,37.507285743462
49,70000001039487774,4504137598285175,"ВкусВилл, сеть супермаркетов здорового питания",Супермаркеты,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117321,Профсоюзная улица,128а,4504235318433659,+7 (495) 663-86-02,info@izbenka.msk.ru,vkusvill.ru,vkusvill_ru|we_are_vkusvill|izbenka_vkusvill|vkusvill.ru,Наличный расчёт|Расчёт по картам,Понедельник: с 8:00 до 22:00|Вторник: с 8:00 до 22:00|Среда: с 8:00 до 22:00|Четверг: с 8:00 до 22:00|Пятница: с 8:00 до 22:00|Суббота: с 8:00 до 22:00|Воскресенье: с 8:00 до 22:00,953,55.63016835016371,37.5145722482261
50,70000001040885193,4504137598285175,"ВкусВилл, сеть супермаркетов здорового питания",Супермаркеты,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117321,Профсоюзная улица,128а,4504235318433659,+7 (495) 663-86-02,info@izbenka.msk.ru,vkusvill.ru,vkusvill_ru|we_are_vkusvill|izbenka_vkusvill|vkusvill.ru,Наличный расчёт|Расчёт по картам,Понедельник: с 8:00 до 22:00|Вторник: с 8:00 до 22:00|Среда: с 8:00 до 22:00|Четверг: с 8:00 до 22:00|Пятница: с 8:00 до 22:00|Суббота: с 8:00 до 22:00|Воскресенье: с 8:00 до 22:00,953,55.63016835016371,37.5145722482261
51,70000001037206329,4504137598285175,"ВкусВилл, сеть супермаркетов здорового питания",Супермаркеты,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117513,Академика Бакулева улица,6,4504235282571135,+7 (495) 663-86-02,info@izbenka.msk.ru,vkusvill.ru,vkusvill_ru|we_are_vkusvill|izbenka_vkusvill|vkusvill.ru,Наличный расчёт|Расчёт по картам,Понедельник: с 9:00 до 22:00|Вторник: с 9:00 до 22:00|Среда: с 9:00 до 22:00|Четверг: с 9:00 до 22:00|Пятница: с 9:00 до 22:00|Суббота: с 9:00 до 22:00|Воскресенье: с 9:00 до 22:00,953,55.643064674053605,37.484625201430894
52,70000001037942582,4504137598285175,"ВкусВилл, сеть супермаркетов здорового питания",Супермаркеты,Москва,Москва город федерального значения,,Москва г.,Ясенево,117463,Паустовского улица,2/34,4504235282569062,+7-926-187-49-33|+7 (495) 663-86-02,info@izbenka.msk.ru,vkusvill.ru,vkusvill_ru|we_are_vkusvill|izbenka_vkusvill|vkusvill.ru,Наличный расчёт|Расчёт по картам,Понедельник: с 9:00 до 22:00|Вторник: с 9:00 до 22:00|Среда: с 9:00 до 22:00|Четверг: с 9:00 до 22:00|Пятница: с 9:00 до 22:00|Суббота: с 9:00 до 22:00|Воскресенье: с 9:00 до 22:00,953,55.603142413887994,37.541381300070796
53,70000001037461269,4504137598285175,"ВкусВилл, сеть супермаркетов здорового питания",Супермаркеты,Москва,Москва город федерального значения,,Москва г.,Ясенево,117463,Голубинская улица,32/2,4504235282557498,+7-929-596-98-59|+7 (495) 663-86-02,info@izbenka.msk.ru,vkusvill.ru,vkusvill_ru|we_are_vkusvill|izbenka_vkusvill|vkusvill.ru,Наличный расчёт|Расчёт по картам,Понедельник: с 8:00 до 22:00|Вторник: с 8:00 до 22:00|Среда: с 8:00 до 22:00|Четверг: с 8:00 до 22:00|Пятница: с 8:00 до 22:00|Суббота: с 8:00 до 22:00|Воскресенье: с 8:00 до 22:00,953,55.5942110171276,37.5459173430979
59,4504127917682683,4504136499242952,"Гастроном 21, супермаркет",Супермаркеты,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117321,Профсоюзная улица,142 к1 ст1,4504235313202989,+7 (495) 337-73-44|+7 (495) 338-69-00,,,,Наличный расчёт|Расчёт по картам,Понедельник: с 9:00 до 23:00|Вторник: с 9:00 до 23:00|Среда: с 9:00 до 23:00|Четверг: с 9:00 до 23:00|Пятница: с 9:00 до 23:00|Суббота: с 9:00 до 23:00|Воскресенье: с 9:00 до 23:00,1,55.625540502335795,37.509268055799495
62,4504127915571769,4504136499279886,"Два шага, ООО, мини-маркет",Супермаркеты,Москва,Москва город федерального значения,,Москва г.,Ясенево,117574,Голубинская улица,7 к2,4504235282561216,,,,,Наличный расчёт|Расчёт по картам,Понедельник: с 7:00 до 2:00|Вторник: с 7:00 до 2:00|Среда: с 7:00 до 2:00|Четверг: с 7:00 до 2:00|Пятница: с 7:00 до 2:00|Суббота: с 7:00 до 2:00|Воскресенье: с 7:00 до 2:00,1,55.6050198541781,37.5157748228969
67,70000001032619262,4504136498313374,"Дикси, сеть супермаркетов, АО Дикси Юг",Супермаркеты,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117321,Профсоюзная улица,122,4504235282570403,8-800-333-02-01,,www.dixy.ru,dixyclub|dixy.channel|Dixyclub|dixyclub,Наличный расчёт|Расчёт по картам,Понедельник: с 0:00 до 24:00|Вторник: с 0:00 до 24:00|Среда: с 0:00 до 24:00|Четверг: с 0:00 до 24:00|Пятница: с 0:00 до 24:00|Суббота: с 0:00 до 24:00|Воскресенье: с 0:00 до 24:00,978,55.6337461381717,37.5181257139955
68,70000001022554694,4504136498313374,"Дикси, сеть супермаркетов, АО Дикси Юг",Супермаркеты,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117321,Профсоюзная улица,138,4504235282569872,8-800-333-02-01,,www.dixy.ru,dixyclub|dixy.channel|Dixyclub|dixyclub,Наличный расчёт|Расчёт по картам,Понедельник: с 8:00 до 23:00|Вторник: с 8:00 до 23:00|Среда: с 8:00 до 23:00|Четверг: с 8:00 до 23:00|Пятница: с 8:00 до 23:00|Суббота: с 8:00 до 23:00|Воскресенье: с 8:00 до 23:00,978,55.6279045826147,37.512244084504204
69,70000001022661014,4504136498313374,"Дикси, сеть супермаркетов, АО Дикси Юг",Супермаркеты,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117321,Островитянова улица,18,4504235282579966,8-800-333-02-01,,www.dixy.ru,dixyclub|dixy.channel|Dixyclub|dixyclub,Наличный расчёт|Расчёт по картам,Понедельник: с 0:00 до 24:00|Вторник: с 0:00 до 24:00|Среда: с 0:00 до 24:00|Четверг: с 0:00 до 24:00|Пятница: с 0:00 до 24:00|Суббота: с 0:00 до 24:00|Воскресенье: с 0:00 до 24:00,978,55.6364002239083,37.511153350086296
70,70000001019781103,4504136498313374,"Дикси, сеть супермаркетов, АО Дикси Юг",Супермаркеты,Москва,Москва город федерального значения,,Москва г.,Ясенево,117463,Ясногорская улица,13 к1,4504235282558694,8-800-333-02-01,,www.dixy.ru,dixyclub|dixy.channel|Dixyclub|dixyclub,Наличный расчёт|Расчёт по картам,Понедельник: с 9:00 до 23:00|Вторник: с 9:00 до 23:00|Среда: с 9:00 до 23:00|Четверг: с 9:00 до 23:00|Пятница: с 9:00 до 23:00|Суббота: с 9:00 до 23:00|Воскресенье: с 9:00 до 23:00,978,55.6042479262625,37.534660823767204
71,70000001006821001,4504136498313374,"Дикси, сеть супермаркетов, АО Дикси Юг",Супермаркеты,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117133,Академика Виноградова улица,1,4504235283015750,8-800-333-02-01,,www.dixy.ru,dixyclub|dixy.channel|Dixyclub|dixyclub,Наличный расчёт|Расчёт по картам,Понедельник: с 0:00 до 24:00|Вторник: с 0:00 до 24:00|Среда: с 0:00 до 24:00|Четверг: с 0:00 до 24:00|Пятница: с 0:00 до 24:00|Суббота: с 0:00 до 24:00|Воскресенье: с 0:00 до 24:00,978,55.6320377322181,37.4833743872293
72,4504127908393121,4504136498313374,"Дикси, сеть супермаркетов, АО Дикси Юг",Супермаркеты,Москва,Москва город федерального значения,,Москва г.,Ясенево,117588,Литовский бульвар,44,4504235282561030,8-800-333-02-01,,www.dixy.ru,dixyclub|dixy.channel|Dixyclub|dixyclub,Наличный расчёт|Расчёт по картам,Понедельник: с 8:00 до 23:00|Вторник: с 8:00 до 23:00|Среда: с 8:00 до 23:00|Четверг: с 8:00 до 23:00|Пятница: с 8:00 до 23:00|Суббота: с 8:00 до 23:00|Воскресенье: с 8:00 до 23:00,978,55.6071596507431,37.543993600917
73,4504127908762343,4504136498313374,"Дикси, сеть супермаркетов, АО Дикси Юг",Супермаркеты,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117133,Академика Варги улица,4а,4504235282602830,8-800-333-02-01,,www.dixy.ru,dixyclub|dixy.channel|Dixyclub|dixyclub,Наличный расчёт|Расчёт по картам,Понедельник: с 5:00 до 2:00|Вторник: с 5:00 до 2:00|Среда: с 5:00 до 2:00|Четверг: с 5:00 до 2:00|Пятница: с 5:00 до 2:00|Суббота: с 5:00 до 2:00|Воскресенье: с 5:00 до 2:00,978,55.631545391695994,37.4785045302426
74,4504127915465924,4504136498313374,"Дикси, сеть супермаркетов, АО Дикси Юг",Супермаркеты,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117465,Тёплый Стан улица,1а,4504235282603112,8-800-333-02-01,,www.dixy.ru,dixyclub|dixy.channel|Dixyclub|dixyclub,Наличный расчёт|Расчёт по картам,Понедельник: с 0:00 до 24:00|Вторник: с 0:00 до 24:00|Среда: с 0:00 до 24:00|Четверг: с 0:00 до 24:00|Пятница: с 0:00 до 24:00|Суббота: с 0:00 до 24:00|Воскресенье: с 0:00 до 24:00,978,55.6195856261029,37.5011063224541
81,4504127908781726,4504137598686680,"Есть хочу, супермаркет",Супермаркеты,Москва,Москва город федерального значения,,Москва г.,Ясенево,117574,Голубинская улица,7 к2,4504235282561216,+7 (495) 421-63-55,sarartu@yandex.ru,,,Наличный расчёт|Расчёт по картам,Понедельник: с 9:00 до 23:00|Вторник: с 9:00 до 23:00|Среда: с 9:00 до 23:00|Четверг: с 9:00 до 23:00|Пятница: с 9:00 до 23:00|Суббота: с 9:00 до 23:00|Воскресенье: с 9:00 до 23:00,2,55.6050198541781,37.5157748228969
85,4504127908983439,4504136498503894,"Инесса, ООО, мини-маркет",Супермаркеты,Москва,Москва город федерального значения,,Москва г.,Ясенево,117463,Голубинская улица,32/2,4504235282557498,+7 (495) 423-18-44,,,,Наличный расчёт|Расчёт по картам,Понедельник: с 8:00 до 23:00|Вторник: с 8:00 до 23:00|Среда: с 8:00 до 23:00|Четверг: с 8:00 до 23:00|Пятница: с 8:00 до 23:00|Суббота: с 8:00 до 23:00|Воскресенье: с 8:00 до 23:00,2,55.5942110171276,37.5459173430979
